algo,inst,run,t,v
ga,tai15_15_01,18,60.000,1286.000
ga,tai15_15_01,19,0.016,1494.000
ga,tai15_15_01,19,5.000,1280.000
ga,tai15_15_01,19,10.000,1275.500
ga,tai15_15_01,19,15.000,1273.000
ga,tai15_15_01,19,20.000,1273.000
ga,tai15_15_01,19,25.000,1273.000
ga,tai15_15_01,19,30.000,1273.000
ga,tai15_15_01,19,35.000,1273.000
ga,tai15_15_01,19,40.000,1273.000
ga,tai15_15_01,19,45.000,1273.000
ga,tai15_15_01,19,50.000,1273.000
ga,tai15_15_01,19,55.000,1273.000
ga,tai15_15_01,19,60.000,1273.000
ga,tai15_15_01,20,0.031,1568.500
ga,tai15_15_01,20,5.000,1311.500
ga,tai15_15_01,20,10.000,1311.500
ga,tai15_15_01,20,15.000,1311.500
ga,tai15_15_01,20,20.000,1311.500
ga,tai15_15_01,20,25.000,1311.500
ga,tai15_15_01,20,30.000,1311.500
ga,tai15_15_01,20,35.000,1311.500
ga,tai15_15_01,20,40.016,1311.500
ga,tai15_15_01,20,45.000,1311.500
ga,tai15_15_01,20,50.000,1311.500
ga,tai15_15_01,20,55.000,1311.500
ga,tai15_15_01,20,60.000,1311.500
ga,tai15_15_01,21,0.016,1539.000
ga,tai15_15_01,21,5.000,1297.000
ga,tai15_15_01,21,10.000,1297.000
ga,tai15_15_01,21,15.000,1297.000
ga,tai15_15_01,21,20.000,1297.000
ga,tai15_15_01,21,25.000,1285.000
ga,tai15_15_01,21,30.000,1285.000
ga,tai15_15_01,21,35.000,1285.000
ga,tai15_15_01,21,40.000,1285.000
ga,tai15_15_01,21,45.000,1285.000
ga,tai15_15_01,21,50.000,1285.000
ga,tai15_15_01,21,55.000,1285.000
ga,tai15_15_01,21,60.000,1285.000
ga,tai15_15_01,22,0.031,1542.500
ga,tai15_15_01,22,5.000,1300.500
ga,tai15_15_01,22,10.000,1287.500
ga,tai15_15_01,22,15.000,1287.500
ga,tai15_15_01,22,20.000,1287.500
ga,tai15_15_01,22,25.000,1287.500
ga,tai15_15_01,22,30.000,1287.500
ga,tai15_15_01,22,35.000,1287.500
ga,tai15_15_01,22,40.000,1287.500
ga,tai15_15_01,22,45.000,1287.500
ga,tai15_15_01,22,50.000,1287.500
ga,tai15_15_01,22,55.000,1287.500
ga,tai15_15_01,22,60.000,1287.500
ga,tai15_15_01,23,0.016,1574.000
ga,tai15_15_01,23,5.000,1297.000
ga,tai15_15_01,23,10.000,1297.000
ga,tai15_15_01,23,15.000,1284.000
ga,tai15_15_01,23,20.000,1284.000
ga,tai15_15_01,23,25.000,1284.000
ga,tai15_15_01,23,30.000,1284.000
ga,tai15_15_01,23,35.000,1284.000
ga,tai15_15_01,23,40.000,1284.000
ga,tai15_15_01,23,45.000,1284.000
ga,tai15_15_01,23,50.000,1284.000
ga,tai15_15_01,23,55.000,1284.000
ga,tai15_15_01,23,60.000,1284.000
ga,tai15_15_01,24,0.016,1577.500
ga,tai15_15_01,24,5.000,1289.000
ga,tai15_15_01,24,10.000,1289.000
ga,tai15_15_01,24,15.000,1289.000
ga,tai15_15_01,24,20.000,1289.000
ga,tai15_15_01,24,25.000,1289.000
ga,tai15_15_01,24,30.000,1289.000
ga,tai15_15_01,24,35.000,1289.000
ga,tai15_15_01,24,40.000,1289.000
ga,tai15_15_01,24,45.000,1284.000
ga,tai15_15_01,24,50.000,1284.000
ga,tai15_15_01,24,55.000,1284.000
ga,tai15_15_01,24,60.000,1284.000
ga,tai15_15_01,25,0.016,1521.500
ga,tai15_15_01,25,5.000,1307.000
ga,tai15_15_01,25,10.000,1307.000
ga,tai15_15_01,25,15.000,1305.000
ga,tai15_15_01,25,20.000,1287.000
ga,tai15_15_01,25,25.000,1285.000
ga,tai15_15_01,25,30.000,1285.000
ga,tai15_15_01,25,35.000,1285.000
ga,tai15_15_01,25,40.000,1285.000
ga,tai15_15_01,25,45.000,1285.000
ga,tai15_15_01,25,50.000,1285.000
ga,tai15_15_01,25,55.000,1285.000
ga,tai15_15_01,25,60.000,1285.000
ga,tai15_15_01,26,0.031,1572.500
ga,tai15_15_01,26,5.000,1292.000
ga,tai15_15_01,26,10.000,1286.000
ga,tai15_15_01,26,15.000,1286.000
ga,tai15_15_01,26,20.000,1286.000
