algo,inst,clase,arm,run,ecmax
ga,tai15_15_02,15x15,GP,3,1287.0
ga,tai15_15_02,15x15,GP,4,1286.0
ga,tai15_15_02,15x15,GP,5,1280.0
ga,tai15_15_02,15x15,GP,6,1287.0
ga,tai15_15_02,15x15,GP,7,1287.0
ga,tai15_15_02,15x15,GP,8,1288.5
ga,tai15_15_02,15x15,GP,9,1280.0
ga,tai15_15_02,15x15,GP,10,1280.0
ga,tai15_15_02,15x15,GP,11,1280.0
ga,tai15_15_02,15x15,GP,12,1287.0
ga,tai15_15_02,15x15,GP,13,1280.0
ga,tai15_15_02,15x15,GP,14,1287.0
ga,tai15_15_02,15x15,GP,15,1281.5
ga,tai15_15_02,15x15,GP,16,1280.0
ga,tai15_15_02,15x15,GP,17,1280.0
ga,tai15_15_02,15x15,GP,18,1280.0
