algo,inst,clase,arm,run,ecmax
feabcls,tai15_15_01,15x15,MOR,13,1296.0
feabcls,tai15_15_01,15x15,MOR,14,1301.0
feabcls,tai15_15_01,15x15,MOR,15,1271.5
feabcls,tai15_15_01,15x15,MOR,16,1296.0
feabcls,tai15_15_01,15x15,MOR,17,1257.5
feabcls,tai15_15_01,15x15,MOR,18,1271.0
feabcls,tai15_15_01,15x15,MOR,19,1269.5
feabcls,tai15_15_01,15x15,MOR,20,1272.5
feabcls,tai15_15_01,15x15,MOR,21,1296.0
feabcls,tai15_15_01,15x15,MOR,22,1271.0
feabcls,tai15_15_01,15x15,MOR,23,1296.0
feabcls,tai15_15_01,15x15,MOR,24,1271.5
feabcls,tai15_15_01,15x15,MOR,25,1257.5
feabcls,tai15_15_01,15x15,MOR,26,1285.0
feabcls,tai15_15_01,15x15,MOR,27,1277.5
feabcls,tai15_15_01,15x15,MOR,28,1271.0
feabcls,tai15_15_01,15x15,MOR,29,1268.5
feabcls,tai15_15_01,15x15,MOR,30,1271.0
feabcls,tai15_15_01,15x15,GT,1,1284.5
feabcls,tai15_15_01,15x15,GT,2,1289.5
feabcls,tai15_15_01,15x15,GT,3,1268.5
feabcls,tai15_15_01,15x15,GT,4,1285.0
feabcls,tai15_15_01,15x15,GT,5,1284.5
feabcls,tai15_15_01,15x15,GT,6,1268.5
feabcls,tai15_15_01,15x15,GT,7,1260.5
feabcls,tai15_15_01,15x15,GT,8,1268.5
feabcls,tai15_15_01,15x15,GT,9,1264.5
feabcls,tai15_15_01,15x15,GT,10,1279.0
feabcls,tai15_15_01,15x15,GT,11,1265.0
feabcls,tai15_15_01,15x15,GT,12,1268.5
feabcls,tai15_15_01,15x15,GT,13,1268.5
feabcls,tai15_15_01,15x15,GT,14,1274.5
feabcls,tai15_15_01,15x15,GT,15,1264.5
feabcls,tai15_15_01,15x15,GT,16,1248.0
feabcls,tai15_15_01,15x15,GT,17,1278.0
feabcls,tai15_15_01,15x15,GT,18,1295.0
feabcls,tai15_15_01,15x15,GT,19,1268.5
feabcls,tai15_15_01,15x15,GT,20,1271.5
feabcls,tai15_15_01,15x15,GT,21,1271.5
feabcls,tai15_15_01,15x15,GT,22,1271.0
feabcls,tai15_15_01,15x15,GT,23,1268.5
feabcls,tai15_15_01,15x15,GT,24,1271.0
feabcls,tai15_15_01,15x15,GT,25,1248.0
feabcls,tai15_15_01,15x15,GT,26,1261.0
feabcls,tai15_15_01,15x15,GT,27,1269.0
feabcls,tai15_15_01,15x15,GT,28,1271.5
feabcls,tai15_15_01,15x15,GT,29,1282.0
feabcls,tai15_15_01,15x15,GT,30,1282.0
feabcls,tai15_15_01,15x15,GP,1,1271.0
feabcls,tai15_15_01,15x15,GP,2,1256.5
feabcls,tai15_15_01,15x15,GP,3,1269.5
feabcls,tai15_15_01,15x15,GP,4,1268.5
feabcls,tai15_15_01,15x15,GP,5,1248.0
feabcls,tai15_15_01,15x15,GP,6,1253.0
feabcls,tai15_15_01,15x15,GP,7,1272.0
feabcls,tai15_15_01,15x15,GP,8,1261.0
feabcls,tai15_15_01,15x15,GP,9,1274.5
feabcls,tai15_15_01,15x15,GP,10,1267.5
feabcls,tai15_15_01,15x15,GP,11,1272.0
feabcls,tai15_15_01,15x15,GP,12,1275.0
feabcls,tai15_15_01,15x15,GP,13,1269.5
feabcls,tai15_15_01,15x15,GP,14,1272.0
feabcls,tai15_15_01,15x15,GP,15,1253.0
feabcls,tai15_15_01,15x15,GP,16,1268.5
feabcls,tai15_15_01,15x15,GP,17,1267.5
feabcls,tai15_15_01,15x15,GP,18,1275.0
feabcls,tai15_15_01,15x15,GP,19,1249.0
feabcls,tai15_15_01,15x15,GP,20,1275.0
feabcls,tai15_15_01,15x15,GP,21,1267.5
feabcls,tai15_15_01,15x15,GP,22,1275.0
feabcls,tai15_15_01,15x15,GP,23,1253.0
feabcls,tai15_15_01,15x15,GP,24,1267.5
feabcls,tai15_15_01,15x15,GP,25,1275.0
feabcls,tai15_15_01,15x15,GP,26,1249.0
feabcls,tai15_15_01,15x15,GP,27,1269.5
feabcls,tai15_15_01,15x15,GP,28,1264.5
feabcls,tai15_15_01,15x15,GP,29,1264.5
feabcls,tai15_15_01,15x15,GP,30,1250.0
feabcls,tai15_15_01,15x15,MIX,1,1260.5
feabcls,tai15_15_01,15x15,MIX,2,1262.0
feabcls,tai15_15_01,15x15,MIX,3,1261.5
feabcls,tai15_15_01,15x15,MIX,4,1262.0
feabcls,tai15_15_01,15x15,MIX,5,1260.5
feabcls,tai15_15_01,15x15,MIX,6,1249.5
feabcls,tai15_15_01,15x15,MIX,7,1262.0
feabcls,tai15_15_01,15x15,MIX,8,1253.0
feabcls,tai15_15_01,15x15,MIX,9,1261.5
feabcls,tai15_15_01,15x15,MIX,10,1262.0
feabcls,tai15_15_01,15x15,MIX,11,1262.0
feabcls,tai15_15_01,15x15,MIX,12,1260.5
feabcls,tai15_15_01,15x15,MIX,13,1253.5
feabcls,tai15_15_01,15x15,MIX,14,1258.5
feabcls,tai15_15_01,15x15,MIX,15,1261.5
feabcls,tai15_15_01,15x15,MIX,16,1248.0
feabcls,tai15_15_01,15x15,MIX,17,1254.5
feabcls,tai15_15_01,15x15,MIX,18,1252.0
feabcls,tai15_15_01,15x15,MIX,19,1262.0
feabcls,tai15_15_01,15x15,MIX,20,1253.0
feabcls,tai15_15_01,15x15,MIX,21,1255.0
feabcls,tai15_15_01,15x15,MIX,22,1253.5
feabcls,tai15_15_01,15x15,MIX,23,1248.0
feabcls,tai15_15_01,15x15,MIX,24,1249.5
feabcls,tai15_15_01,15x15,MIX,25,1260.5
feabcls,tai15_15_01,15x15,MIX,26,1262.0
feabcls,tai15_15_01,15x15,MIX,27,1260.5
feabcls,tai15_15_01,15x15,MIX,28,1262.0
feabcls,tai15_15_01,15x15,MIX,29,1262.0
feabcls,tai15_15_01,15x15,MIX,30,1261.5
