algo,inst,run,t_fin,v90,v_fin
feabcls,ft10,1,60.016,940.000,940.000
feabcls,ft10,2,55.000,946.000,946.000
feabcls,ft10,3,60.000,946.000,946.000
feabcls,ft10,4,60.031,946.000,946.000
feabcls,ft10,5,60.047,940.000,940.000
feabcls,ft10,6,60.016,946.000,946.000
feabcls,ft10,7,60.031,935.500,935.500
feabcls,ft10,8,60.000,946.000,946.000
feabcls,ft10,9,60.000,940.000,940.000
feabcls,ft10,10,60.016,946.000,946.000
feabcls,ft10,11,60.000,946.000,946.000
feabcls,ft10,12,60.000,946.000,946.000
feabcls,ft10,13,60.016,946.500,946.500
feabcls,ft10,14,60.016,940.000,940.000
feabcls,ft10,15,55.047,935.500,935.500
feabcls,ft10,16,60.000,946.000,946.000
feabcls,ft10,17,55.016,940.000,940.000
feabcls,ft10,18,60.016,946.000,946.000
feabcls,ft10,19,55.031,942.500,942.500
feabcls,ft10,20,60.016,946.000,946.000
feabcls,ft10,21,55.000,946.000,946.000
feabcls,ft10,22,55.047,942.500,942.500
feabcls,ft10,23,55.000,940.000,940.000
feabcls,ft10,24,55.047,942.500,942.500
feabcls,ft10,25,60.016,935.500,935.500
feabcls,ft10,26,55.016,946.000,946.000
feabcls,ft10,27,60.016,946.000,946.000
feabcls,ft10,28,60.000,946.000,946.000
feabcls,ft10,29,60.000,946.000,946.000
feabcls,ft10,30,55.031,940.000,940.000
feabcls,tai15_15_01,1,55.000,1248.000,1248.000
feabcls,tai15_15_01,2,55.078,1255.000,1255.000
feabcls,tai15_15_01,3,60.031,1247.000,1246.500
feabcls,tai15_15_01,4,60.047,1261.500,1261.500
feabcls,tai15_15_01,5,60.047,1262.000,1262.000
feabcls,tai15_15_01,6,60.062,1260.500,1260.500
feabcls,tai15_15_01,7,60.047,1250.000,1249.500
feabcls,tai15_15_01,8,60.031,1262.000,1262.000
feabcls,tai15_15_01,9,55.062,1253.000,1253.000
feabcls,tai15_15_01,10,60.000,1260.500,1260.500
feabcls,tai15_15_01,11,60.062,1253.000,1253.000
feabcls,tai15_15_01,12,55.094,1256.500,1256.500
feabcls,tai15_15_01,13,55.094,1262.000,1262.000
feabcls,tai15_15_01,14,55.047,1258.500,1258.500
feabcls,tai15_15_01,15,55.031,1262.000,1262.000
feabcls,tai15_15_01,16,60.047,1260.500,1260.500
feabcls,tai15_15_01,17,55.000,1261.000,1256.000
feabcls,tai15_15_01,18,55.109,1260.500,1260.500
feabcls,tai15_15_01,19,55.109,1261.500,1261.500
feabcls,tai15_15_01,20,60.047,1260.500,1260.500
feabcls,tai15_15_01,21,55.062,1262.000,1262.000
feabcls,tai15_15_01,22,55.047,1253.000,1253.000
feabcls,tai15_15_01,23,55.078,1260.500,1260.500
feabcls,tai15_15_01,24,60.016,1260.500,1260.500
feabcls,tai15_15_01,25,55.016,1260.500,1260.500
feabcls,tai15_15_01,26,60.031,1258.500,1258.500
feabcls,tai15_15_01,27,55.062,1262.000,1262.000
feabcls,tai15_15_01,28,60.031,1248.000,1248.000
feabcls,tai15_15_01,29,60.062,1253.000,1253.000
feabcls,tai15_15_01,30,60.000,1262.000,1262.000
feabcls,tai15_15_02,1,55.000,1268.000,1268.000
feabcls,tai15_15_02,2,60.047,1268.000,1268.000
feabcls,tai15_15_02,3,55.016,1268.000,1268.000
feabcls,tai15_15_02,4,60.062,1269.000,1269.000
feabcls,tai15_15_02,5,55.062,1269.500,1269.500
feabcls,tai15_15_02,6,60.016,1270.000,1270.000
feabcls,tai15_15_02,7,60.047,1268.000,1268.000
feabcls,tai15_15_02,8,55.141,1270.500,1270.500
feabcls,tai15_15_02,9,55.094,1279.000,1279.000
feabcls,tai15_15_02,10,60.031,1269.500,1269.500
feabcls,tai15_15_02,11,60.109,1275.500,1275.500
feabcls,tai15_15_02,12,60.031,1253.000,1253.000
feabcls,tai15_15_02,13,60.047,1271.000,1271.000
feabcls,tai15_15_02,14,60.047,1268.000,1268.000
feabcls,tai15_15_02,15,60.031,1268.000,1268.000
feabcls,tai15_15_02,16,60.094,1268.000,1268.000
feabcls,tai15_15_02,17,60.062,1271.000,1271.000
feabcls,tai15_15_02,18,55.000,1270.000,1270.000
feabcls,tai15_15_02,19,55.047,1269.500,1269.500
feabcls,tai15_15_02,20,60.000,1268.000,1268.000
feabcls,tai15_15_02,21,55.109,1269.500,1269.500
feabcls,tai15_15_02,22,55.109,1269.500,1269.500
feabcls,tai15_15_02,23,55.016,1272.500,1272.500
feabcls,tai15_15_02,24,60.047,1268.000,1268.000
feabcls,tai15_15_02,25,60.062,1269.500,1269.500
feabcls,tai15_15_02,26,60.062,1275.500,1275.500
feabcls,tai15_15_02,27,60.062,1258.000,1258.000
feabcls,tai15_15_02,28,55.078,1269.500,1269.500
feabcls,tai15_15_02,29,55.141,1268.000,1268.000
feabcls,tai15_15_02,30,60.031,1269.500,1269.500
feabcls,tai15_15_03,1,55.094,1250.500,1250.500
feabcls,tai15_15_03,2,55.141,1259.000,1259.000
feabcls,tai15_15_03,3,60.016,1250.500,1250.500
feabcls,tai15_15_03,4,55.062,1248.000,1248.000
feabcls,tai15_15_03,5,60.016,1250.500,1250.500
feabcls,tai15_15_03,6,55.078,1250.500,1250.500
feabcls,tai15_15_03,7,55.016,1250.500,1250.500
feabcls,tai15_15_03,8,55.109,1250.500,1250.500
feabcls,tai15_15_03,9,60.047,1250.500,1250.500
feabcls,tai15_15_03,10,60.031,1252.000,1252.000
feabcls,tai15_15_03,11,60.047,1250.500,1250.500
feabcls,tai15_15_03,12,55.000,1264.000,1264.000
feabcls,tai15_15_03,13,60.078,1250.500,1250.500
feabcls,tai15_15_03,14,55.078,1250.500,1250.500
feabcls,tai15_15_03,15,55.016,1250.500,1250.500
feabcls,tai15_15_03,16,55.094,1260.500,1260.500
feabcls,tai15_15_03,17,55.078,1266.500,1266.500
feabcls,tai15_15_03,18,55.016,1252.000,1252.000
feabcls,tai15_15_03,19,60.000,1250.500,1250.500
feabcls,tai15_15_03,20,60.016,1259.000,1259.000
feabcls,tai15_15_03,21,55.016,1250.500,1250.500
feabcls,tai15_15_03,22,60.016,1250.500,1250.500
feabcls,tai15_15_03,23,60.016,1250.500,1250.500
feabcls,tai15_15_03,24,60.031,1250.500,1250.500
feabcls,tai15_15_03,25,55.078,1261.000,1261.000
feabcls,tai15_15_03,26,55.000,1256.000,1256.000
feabcls,tai15_15_03,27,60.047,1243.500,1243.500
feabcls,tai15_15_03,28,55.031,1243.500,1243.500
feabcls,tai15_15_03,29,60.031,1253.500,1253.500
feabcls,tai15_15_03,30,55.078,1250.500,1250.500
feabcls,tai15_15_04,1,60.016,1195.000,1195.000
feabcls,tai15_15_04,2,60.047,1188.000,1188.000
feabcls,tai15_15_04,3,60.031,1186.000,1186.000
feabcls,tai15_15_04,4,60.016,1195.000,1195.000
feabcls,tai15_15_04,5,60.047,1188.000,1188.000
feabcls,tai15_15_04,6,55.156,1188.000,1188.000
feabcls,tai15_15_04,7,55.047,1188.000,1188.000
feabcls,tai15_15_04,8,55.016,1188.000,1188.000
feabcls,tai15_15_04,9,60.000,1188.000,1188.000
feabcls,tai15_15_04,10,55.078,1188.000,1188.000
feabcls,tai15_15_04,11,60.000,1203.000,1203.000
feabcls,tai15_15_04,12,60.016,1195.000,1195.000
feabcls,tai15_15_04,13,55.031,1196.500,1195.000
feabcls,tai15_15_04,14,55.125,1188.000,1188.000
feabcls,tai15_15_04,15,60.047,1188.000,1188.000
feabcls,tai15_15_04,16,60.016,1188.000,1188.000
feabcls,tai15_15_04,17,60.000,1188.000,1188.000
feabcls,tai15_15_04,18,55.000,1188.000,1188.000
feabcls,tai15_15_04,19,60.047,1195.000,1195.000
feabcls,tai15_15_04,20,60.000,1197.500,1196.500
feabcls,tai15_15_04,21,55.078,1195.000,1195.000
feabcls,tai15_15_04,22,60.000,1188.000,1188.000
feabcls,tai15_15_04,23,60.016,1188.000,1188.000
feabcls,tai15_15_04,24,55.109,1195.000,1195.000
feabcls,tai15_15_04,25,60.078,1188.000,1188.000
feabcls,tai15_15_04,26,60.047,1188.000,1188.000
feabcls,tai15_15_04,27,60.000,1188.000,1188.000
feabcls,tai15_15_04,28,60.000,1195.000,1195.000
feabcls,tai15_15_04,29,60.000,1188.000,1188.000
feabcls,tai15_15_04,30,60.047,1188.000,1188.000
feabcls,tai15_15_05,1,55.016,1255.000,1255.000
feabcls,tai15_15_05,2,60.047,1238.000,1238.000
feabcls,tai15_15_05,3,55.094,1243.000,1243.000
feabcls,tai15_15_05,4,55.109,1252.000,1250.000
feabcls,tai15_15_05,5,60.000,1242.500,1242.500
feabcls,tai15_15_05,6,60.016,1251.500,1251.500
feabcls,tai15_15_05,7,55.016,1248.500,1248.500
feabcls,tai15_15_05,8,60.047,1248.500,1248.500
feabcls,tai15_15_05,9,60.078,1257.000,1257.000
feabcls,tai15_15_05,10,60.047,1249.500,1249.500
feabcls,tai15_15_05,11,55.141,1242.500,1242.500
feabcls,tai15_15_05,12,60.078,1242.500,1242.500
feabcls,tai15_15_05,13,55.078,1254.500,1254.500
feabcls,tai15_15_05,14,55.016,1254.500,1254.500
feabcls,tai15_15_05,15,60.000,1242.500,1242.500
feabcls,tai15_15_05,16,60.000,1255.500,1255.500
feabcls,tai15_15_05,17,60.000,1246.500,1246.500
feabcls,tai15_15_05,18,55.094,1242.500,1242.500
feabcls,tai15_15_05,19,60.000,1255.500,1255.500
feabcls,tai15_15_05,20,60.047,1242.500,1242.500
feabcls,tai15_15_05,21,55.078,1253.500,1253.500
feabcls,tai15_15_05,22,55.062,1257.000,1257.000
feabcls,tai15_15_05,23,55.047,1247.000,1239.500
feabcls,tai15_15_05,24,60.062,1247.000,1242.500
feabcls,tai15_15_05,25,60.000,1255.000,1255.000
feabcls,tai15_15_05,26,60.016,1242.500,1242.500
feabcls,tai15_15_05,27,60.047,1248.000,1248.000
feabcls,tai15_15_05,28,60.031,1250.500,1250.500
feabcls,tai15_15_05,29,55.062,1255.000,1255.000
feabcls,tai15_15_05,30,60.000,1255.000,1255.000
feabcls,tai15_15_06,1,60.000,1269.500,1269.500
feabcls,tai15_15_06,2,60.062,1262.000,1262.000
feabcls,tai15_15_06,3,55.047,1262.000,1262.000
feabcls,tai15_15_06,4,60.000,1260.000,1260.000
feabcls,tai15_15_06,5,60.062,1266.000,1266.000
feabcls,tai15_15_06,6,55.062,1272.500,1272.500
feabcls,tai15_15_06,7,60.016,1269.500,1265.500
feabcls,tai15_15_06,8,55.078,1260.500,1260.500
feabcls,tai15_15_06,9,55.125,1262.000,1262.000
feabcls,tai15_15_06,10,60.031,1259.000,1259.000
feabcls,tai15_15_06,11,60.016,1262.000,1262.000
feabcls,tai15_15_06,12,60.031,1259.000,1259.000
feabcls,tai15_15_06,13,55.125,1262.000,1260.500
feabcls,tai15_15_06,14,55.062,1262.000,1262.000
feabcls,tai15_15_06,15,55.062,1260.500,1260.500
feabcls,tai15_15_06,16,60.047,1263.500,1263.500
feabcls,tai15_15_06,17,55.047,1261.000,1260.500
feabcls,tai15_15_06,18,60.016,1262.000,1259.000
feabcls,tai15_15_06,19,60.016,1262.000,1262.000
feabcls,tai15_15_06,20,55.141,1266.500,1266.500
feabcls,tai15_15_06,21,55.062,1259.000,1259.000
