algo,inst,clase,arm,run,ecmax
abce3,tai15_15_01,15x15,GP,1,1301.5
abce3,tai15_15_01,15x15,GP,2,1292.0
abce3,tai15_15_01,15x15,GP,3,1300.0
abce3,tai15_15_01,15x15,GP,4,1298.5
abce3,tai15_15_01,15x15,GP,5,1300.0
abce3,tai15_15_01,15x15,GP,6,1310.0
abce3,tai15_15_01,15x15,GP,7,1277.5
abce3,tai15_15_01,15x15,GP,8,1309.5
abce3,tai15_15_01,15x15,GP,9,1295.0
abce3,tai15_15_01,15x15,GP,10,1290.0
abce3,tai15_15_01,15x15,GP,11,1310.0
abce3,tai15_15_01,15x15,GP,12,1298.0
abce3,tai15_15_01,15x15,GP,13,1298.0
abce3,tai15_15_01,15x15,GP,14,1313.5
abce3,tai15_15_01,15x15,GP,15,1287.0
abce3,tai15_15_01,15x15,GP,16,1284.0
abce3,tai15_15_01,15x15,GP,17,1301.5
abce3,tai15_15_01,15x15,GP,18,1305.0
abce3,tai15_15_01,15x15,GP,19,1294.0
abce3,tai15_15_01,15x15,GP,20,1299.5
abce3,tai15_15_01,15x15,GP,21,1305.5
abce3,tai15_15_01,15x15,GP,22,1301.5
abce3,tai15_15_01,15x15,GP,23,1307.5
abce3,tai15_15_01,15x15,GP,24,1303.5
abce3,tai15_15_01,15x15,GP,25,1290.5
abce3,tai15_15_01,15x15,GP,26,1302.0
abce3,tai15_15_01,15x15,GP,27,1313.0
abce3,tai15_15_01,15x15,GP,28,1300.5
abce3,tai15_15_01,15x15,GP,29,1287.5
abce3,tai15_15_01,15x15,GP,30,1303.0
abce3,tai15_15_01,15x15,MIX,1,1300.0
abce3,tai15_15_01,15x15,MIX,2,1291.5
abce3,tai15_15_01,15x15,MIX,3,1309.5
abce3,tai15_15_01,15x15,MIX,4,1292.0
abce3,tai15_15_01,15x15,MIX,5,1279.0
abce3,tai15_15_01,15x15,MIX,6,1289.5
abce3,tai15_15_01,15x15,MIX,7,1282.5
abce3,tai15_15_01,15x15,MIX,8,1305.0
abce3,tai15_15_01,15x15,MIX,9,1299.0
abce3,tai15_15_01,15x15,MIX,10,1301.0
abce3,tai15_15_01,15x15,MIX,11,1306.5
abce3,tai15_15_01,15x15,MIX,12,1301.5
abce3,tai15_15_01,15x15,MIX,13,1304.0
abce3,tai15_15_01,15x15,MIX,14,1321.0
abce3,tai15_15_01,15x15,MIX,15,1306.0
abce3,tai15_15_01,15x15,MIX,16,1292.0
abce3,tai15_15_01,15x15,MIX,17,1308.0
abce3,tai15_15_01,15x15,MIX,18,1295.5
abce3,tai15_15_01,15x15,MIX,19,1324.5
abce3,tai15_15_01,15x15,MIX,20,1319.5
abce3,tai15_15_01,15x15,MIX,21,1290.0
abce3,tai15_15_01,15x15,MIX,22,1290.5
abce3,tai15_15_01,15x15,MIX,23,1299.0
abce3,tai15_15_01,15x15,MIX,24,1306.0
abce3,tai15_15_01,15x15,MIX,25,1297.0
abce3,tai15_15_01,15x15,MIX,26,1305.0
abce3,tai15_15_01,15x15,MIX,27,1303.0
abce3,tai15_15_01,15x15,MIX,28,1290.5
abce3,tai15_15_01,15x15,MIX,29,1309.5
abce3,tai15_15_01,15x15,MIX,30,1285.5
abce3,tai15_15_02,15x15,A0,1,1303.5
abce3,tai15_15_02,15x15,A0,2,1289.0
abce3,tai15_15_02,15x15,A0,3,1294.0
abce3,tai15_15_02,15x15,A0,4,1284.5
abce3,tai15_15_02,15x15,A0,5,1291.5
abce3,tai15_15_02,15x15,A0,6,1275.0
abce3,tai15_15_02,15x15,A0,7,1298.0
abce3,tai15_15_02,15x15,A0,8,1292.5
abce3,tai15_15_02,15x15,A0,9,1278.5
abce3,tai15_15_02,15x15,A0,10,1293.5
abce3,tai15_15_02,15x15,A0,11,1275.5
abce3,tai15_15_02,15x15,A0,12,1277.0
abce3,tai15_15_02,15x15,A0,13,1297.5
abce3,tai15_15_02,15x15,A0,14,1313.0
abce3,tai15_15_02,15x15,A0,15,1298.0
abce3,tai15_15_02,15x15,A0,16,1281.0
abce3,tai15_15_02,15x15,A0,17,1295.0
abce3,tai15_15_02,15x15,A0,18,1288.5
abce3,tai15_15_02,15x15,A0,19,1288.5
abce3,tai15_15_02,15x15,A0,20,1290.0
abce3,tai15_15_02,15x15,A0,21,1280.5
abce3,tai15_15_02,15x15,A0,22,1301.0
abce3,tai15_15_02,15x15,A0,23,1292.0
abce3,tai15_15_02,15x15,A0,24,1297.0
abce3,tai15_15_02,15x15,A0,25,1277.5
abce3,tai15_15_02,15x15,A0,26,1297.5
abce3,tai15_15_02,15x15,A0,27,1290.0
abce3,tai15_15_02,15x15,A0,28,1287.5
abce3,tai15_15_02,15x15,A0,29,1289.0
abce3,tai15_15_02,15x15,A0,30,1303.0
abce3,tai15_15_02,15x15,V2H,1,1280.0
abce3,tai15_15_02,15x15,V2H,2,1287.0
abce3,tai15_15_02,15x15,V2H,3,1299.5
abce3,tai15_15_02,15x15,V2H,4,1283.5
abce3,tai15_15_02,15x15,V2H,5,1286.5
abce3,tai15_15_02,15x15,V2H,6,1290.0
abce3,tai15_15_02,15x15,V2H,7,1273.0
abce3,tai15_15_02,15x15,V2H,8,1282.5
abce3,tai15_15_02,15x15,V2H,9,1293.0
abce3,tai15_15_02,15x15,V2H,10,1295.0
abce3,tai15_15_02,15x15,V2H,11,1291.0
abce3,tai15_15_02,15x15,V2H,12,1306.0
abce3,tai15_15_02,15x15,V2H,13,1307.0
