"inst","clase","arm","t_meseta","t_objA0","ref_meseta","ref_obj","ahorroA","ahorroB"
"tai50_20_07","50x20","GT",10.2,10.2,20.2,40.2,49.5049504950495,74.6268656716418
"tai50_20_07","50x20","GP",10.2,5.2,20.2,40.2,49.5049504950495,87.0646766169154
"tai50_20_07","50x20","MIX",10.2,5.2,20.2,40.2,49.5049504950495,87.0646766169154
"tai50_20_08","50x20","A0",15.2,20.4,15.2,20.4,0,0
"tai50_20_08","50x20","V2H",15.2,10.2,15.2,20.4,0,50
"tai50_20_08","50x20","V2",15.2,10.2,15.2,20.4,0,50
"tai50_20_08","50x20","MOR",10.2,15.2,15.2,20.4,32.8947368421053,25.4901960784314
"tai50_20_08","50x20","GT",10.2,5.4,15.2,20.4,32.8947368421053,73.5294117647059
"tai50_20_08","50x20","GP",10.2,0.2,15.2,20.4,32.8947368421053,99.0196078431373
"tai50_20_08","50x20","MIX",10.2,0.2,15.2,20.4,32.8947368421053,99.0196078431373
"tai50_20_09","50x20","A0",15.2,25.2,15.2,25.2,0,0
"tai50_20_09","50x20","V2H",10.2,10.2,15.2,25.2,32.8947368421053,59.5238095238095
"tai50_20_09","50x20","V2",10.2,10.2,15.2,25.2,32.8947368421053,59.5238095238095
"tai50_20_09","50x20","MOR",25.2,35.2,15.2,25.2,-65.7894736842105,-39.6825396825397
"tai50_20_09","50x20","GT",10.4,45.2,15.2,25.2,31.578947368421,-79.3650793650794
"tai50_20_09","50x20","GP",10.2,10.2,15.2,25.2,32.8947368421053,59.5238095238095
"tai50_20_09","50x20","MIX",10.2,10.2,15.2,25.2,32.8947368421053,59.5238095238095
"tai50_20_10","50x20","A0",15.2,25.2,15.2,25.2,0,0
"tai50_20_10","50x20","V2H",15.4,20.2,15.2,25.2,-1.31578947368422,19.8412698412698
"tai50_20_10","50x20","V2",15.2,15.2,15.2,25.2,0,39.6825396825397
"tai50_20_10","50x20","MOR",15.2,20.2,15.2,25.2,0,19.8412698412698
"tai50_20_10","50x20","GT",15.2,30.2,15.2,25.2,0,-19.8412698412698
"tai50_20_10","50x20","GP",10.2,10.2,15.2,25.2,32.8947368421053,59.5238095238095
"tai50_20_10","50x20","MIX",10.2,10.2,15.2,25.2,32.8947368421053,59.5238095238095
