"inst","clase","arm","frac","rpd"
"tai30_20_04","30x20","MIX",1,-1.20994739359159
"tai30_20_05","30x20","A0",0.05,5.16021042563367
"tai30_20_05","30x20","V2H",0.05,4.43806791009087
"tai30_20_05","30x20","V2",0.05,4.94021999043521
"tai30_20_05","30x20","MOR",0.05,5.01195600191297
"tai30_20_05","30x20","GT",0.05,4.36633189861311
"tai30_20_05","30x20","GP",0.05,3.02247728359636
"tai30_20_05","30x20","MIX",0.05,4.70588235294118
"tai30_20_05","30x20","A0",0.1,1.91296030607365
"tai30_20_05","30x20","V2H",0.1,1.60210425633668
"tai30_20_05","30x20","V2",0.1,2.2907699665232
"tai30_20_05","30x20","MOR",0.1,2.84552845528455
"tai30_20_05","30x20","GT",0.1,2.72596843615495
"tai30_20_05","30x20","GP",0.1,1.28168340506935
"tai30_20_05","30x20","MIX",0.1,1.506456241033
"tai30_20_05","30x20","A0",0.25,-0.37780966044955
"tai30_20_05","30x20","V2H",0.25,-0.492587278813973
"tai30_20_05","30x20","V2",0.25,-1.00430416068867
"tai30_20_05","30x20","MOR",0.25,1.14299378287901
"tai30_20_05","30x20","GT",0.25,0.38259206121473
"tai30_20_05","30x20","GP",0.25,-0.593017694882836
"tai30_20_05","30x20","MIX",0.25,-0.903873744619804
"tai30_20_05","30x20","A0",0.5,-0.573888091822095
"tai30_20_05","30x20","V2H",0.5,-1.21951219512195
"tai30_20_05","30x20","V2",0.5,-0.989956958393105
"tai30_20_05","30x20","MOR",0.5,1.13821138211383
"tai30_20_05","30x20","GT",0.5,-0.487804878048772
"tai30_20_05","30x20","GP",0.5,-1.10951697752271
"tai30_20_05","30x20","MIX",0.5,-1.3582018173123
"tai30_20_05","30x20","A0",1,-0.616929698708756
"tai30_20_05","30x20","V2H",1,-1.28168340506935
"tai30_20_05","30x20","V2",1,-1.31994261119081
"tai30_20_05","30x20","MOR",1,1.07125777140125
"tai30_20_05","30x20","GT",1,-0.0191296030607408
"tai30_20_05","30x20","GP",1,-1.14777618364419
"tai30_20_05","30x20","MIX",1,-1.66905786704926
"tai30_20_06","30x20","A0",0.05,7.24268177525968
"tai30_20_06","30x20","V2H",0.05,7.68649669499529
"tai30_20_06","30x20","V2",0.05,8.47969782813975
"tai30_20_06","30x20","MOR",0.05,5.94428706326724
"tai30_20_06","30x20","GT",0.05,6.26062322946175
"tai30_20_06","30x20","GP",0.05,6.82719546742209
"tai30_20_06","30x20","MIX",0.05,7.61567516525025
"tai30_20_06","30x20","A0",0.1,4.31539187913126
"tai30_20_06","30x20","V2H",0.1,6.24645892351276
"tai30_20_06","30x20","V2",0.1,5.84513692162418
"tai30_20_06","30x20","MOR",0.1,3.24362606232294
"tai30_20_06","30x20","GT",0.1,4.86307837582625
"tai30_20_06","30x20","GP",0.1,4.41454202077432
"tai30_20_06","30x20","MIX",0.1,5.73654390934844
"tai30_20_06","30x20","A0",0.25,0.410764872521238
"tai30_20_06","30x20","V2H",0.25,0.637393767705382
"tai30_20_06","30x20","V2",0.25,0.967894239848914
"tai30_20_06","30x20","MOR",0.25,1.54863078375827
"tai30_20_06","30x20","GT",0.25,2.92256846081209
"tai30_20_06","30x20","GP",0.25,1.44948064211519
"tai30_20_06","30x20","MIX",0.25,0.89235127478754
"tai30_20_06","30x20","A0",0.5,0.273843248347506
"tai30_20_06","30x20","V2H",0.5,-0.472143531633617
"tai30_20_06","30x20","V2",0.5,-0.406043437204906
"tai30_20_06","30x20","MOR",0.5,1.00566572237961
"tai30_20_06","30x20","GT",0.5,1.94050991501416
"tai30_20_06","30x20","GP",0.5,0.311614730878183
"tai30_20_06","30x20","MIX",0.5,-0.226628895184145
"tai30_20_06","30x20","A0",1,-0.321057601510868
"tai30_20_06","30x20","V2H",1,-0.920679886685552
"tai30_20_06","30x20","V2",1,-1.15675165250236
"tai30_20_06","30x20","MOR",1,0.939565627950901
"tai30_20_06","30x20","GT",1,1.52030217186024
"tai30_20_06","30x20","GP",1,0.0613786591123787
"tai30_20_06","30x20","MIX",1,-0.717658168083089
"tai30_20_07","30x20","A0",0.05,5.6246913580247
"tai30_20_07","30x20","V2H",0.05,5.23456790123457
"tai30_20_07","30x20","V2",0.05,5.13086419753087
"tai30_20_07","30x20","MOR",0.05,5.30370370370371
"tai30_20_07","30x20","GT",0.05,2.88888888888889
"tai30_20_07","30x20","GP",0.05,3.69876543209877
"tai30_20_07","30x20","MIX",0.05,4.64197530864198
"tai30_20_07","30x20","A0",0.1,3.95555555555555
"tai30_20_07","30x20","V2H",0.1,3.28395061728395
"tai30_20_07","30x20","V2",0.1,3.42222222222223
"tai30_20_07","30x20","MOR",0.1,3.53086419753086
"tai30_20_07","30x20","GT",0.1,1.31851851851851
"tai30_20_07","30x20","GP",0.1,1.29876543209877
"tai30_20_07","30x20","MIX",0.1,1.85679012345679
"tai30_20_07","30x20","A0",0.25,-0.177777777777773
"tai30_20_07","30x20","V2H",0.25,-0.0148148148148126
"tai30_20_07","30x20","V2",0.25,-0.47407407407407
"tai30_20_07","30x20","MOR",0.25,2.21728395061729
"tai30_20_07","30x20","GT",0.25,-0.528395061728397
"tai30_20_07","30x20","GP",0.25,-0.360493827160492
"tai30_20_07","30x20","MIX",0.25,-0.251851851851847
"tai30_20_07","30x20","A0",0.5,-0.360493827160492
"tai30_20_07","30x20","V2H",0.5,-0.390123456790128
"tai30_20_07","30x20","V2",0.5,-0.404938271604941
"tai30_20_07","30x20","MOR",0.5,1.60987654320987
"tai30_20_07","30x20","GT",0.5,-0.271604938271605
"tai30_20_07","30x20","GP",0.5,-0.725925925925928
"tai30_20_07","30x20","MIX",0.5,-0.755555555555553
"tai30_20_07","30x20","A0",1,-0.572839506172835
"tai30_20_07","30x20","V2H",1,-0.720987654320983
"tai30_20_07","30x20","V2",1,-0.883950617283955
"tai30_20_07","30x20","MOR",1,1.20987654320988
"tai30_20_07","30x20","GT",1,-0.0345679012345701
"tai30_20_07","30x20","GP",1,-0.770370370370366
"tai30_20_07","30x20","MIX",1,-0.78518518518519
"tai30_20_08","30x20","A0",0.05,4.21634615384615
"tai30_20_08","30x20","V2H",0.05,7.1201923076923
"tai30_20_08","30x20","V2",0.05,7.27403846153847
"tai30_20_08","30x20","MOR",0.05,3.27884615384615
"tai30_20_08","30x20","GT",0.05,4.64423076923076
"tai30_20_08","30x20","GP",0.05,4.64423076923076
"tai30_20_08","30x20","MIX",0.05,4.87980769230769
"tai30_20_08","30x20","A0",0.1,1.57211538461538
"tai30_20_08","30x20","V2H",0.1,4.16826923076922
"tai30_20_08","30x20","V2",0.1,4.6875
"tai30_20_08","30x20","MOR",0.1,1.5625
"tai30_20_08","30x20","GT",0.1,2.92788461538462
"tai30_20_08","30x20","GP",0.1,2.57211538461538
"tai30_20_08","30x20","MIX",0.1,2.96153846153846
"tai30_20_08","30x20","A0",0.25,-0.82211538461538
"tai30_20_08","30x20","V2H",0.25,0.0240384615384615
"tai30_20_08","30x20","V2",0.25,0.0144230769230857
"tai30_20_08","30x20","MOR",0.25,0.692307692307697
"tai30_20_08","30x20","GT",0.25,-0.177884615384607
"tai30_20_08","30x20","GP",0.25,-0.42788461538462
"tai30_20_08","30x20","MIX",0.25,0.153846153846145
"tai30_20_08","30x20","A0",0.5,-0.874999999999991
"tai30_20_08","30x20","V2H",0.5,-0.639423076923086
"tai30_20_08","30x20","V2",0.5,-0.576923076923077
"tai30_20_08","30x20","MOR",0.5,0.206730769230778
"tai30_20_08","30x20","GT",0.5,-0.0769230769230726
"tai30_20_08","30x20","GP",0.5,-1.33173076923076
"tai30_20_08","30x20","MIX",0.5,-1.05288461538462
"tai30_20_08","30x20","A0",1,-1.21634615384616
"tai30_20_08","30x20","V2H",1,-0.961538461538462
"tai30_20_08","30x20","V2",1,-0.442307692307684
"tai30_20_08","30x20","MOR",1,0.245192307692303
"tai30_20_08","30x20","GT",1,-0.615384615384624
"tai30_20_08","30x20","GP",1,-0.668269230769235
"tai30_20_08","30x20","MIX",1,-0.975961538461547
"tai30_20_09","30x20","A0",0.05,4.62661153004135
"tai30_20_09","30x20","V2H",0.05,5.93529554852834
"tai30_20_09","30x20","V2",0.05,6.54828508878618
"tai30_20_09","30x20","MOR",0.05,5.25419605935296
"tai30_20_09","30x20","GT",0.05,5.12770615422039
"tai30_20_09","30x20","GP",0.05,6.41693018730236
"tai30_20_09","30x20","MIX",0.05,5.78448066163951
"tai30_20_09","30x20","A0",0.1,2.73412794940403
"tai30_20_09","30x20","V2H",0.1,2.61250304062271
"tai30_20_09","30x20","V2",0.1,3.20603259547556
"tai30_20_09","30x20","MOR",0.1,3.35684748236439
"tai30_20_09","30x20","GT",0.1,2.70493797129652
"tai30_20_09","30x20","GP",0.1,3.58063731452201
"tai30_20_09","30x20","MIX",0.1,3.76550717586962
"tai30_20_09","30x20","A0",0.25,-0.223789832157621
"tai30_20_09","30x20","V2H",0.25,-0.121624908781318
"tai30_20_09","30x20","V2",0.25,-0.403794697153975
"tai30_20_09","30x20","MOR",0.25,1.46922889807832
"tai30_20_09","30x20","GT",0.25,0.885429335927989
"tai30_20_09","30x20","GP",0.25,1.26976404767696
"tai30_20_09","30x20","MIX",0.25,0.413524689856483
"tai30_20_09","30x20","A0",0.5,0.189734857698861
"tai30_20_09","30x20","V2H",0.5,-0.564339576745313
"tai30_20_09","30x20","V2",0.5,-0.80758939430795
"tai30_20_09","30x20","MOR",0.5,1.49355387983458
"tai30_20_09","30x20","GT",0.5,0.23351982486014
"tai30_20_09","30x20","GP",0.5,-0.0827049379712877
"tai30_20_09","30x20","MIX",0.5,-0.486499635125274
"tai30_20_09","30x20","A0",1,-0.486499635125274
"tai30_20_09","30x20","V2H",1,-0.530284602286553
"tai30_20_09","30x20","V2",1,-0.593529554852836
"tai30_20_09","30x20","MOR",1,0.80758939430795
"tai30_20_09","30x20","GT",1,-0.00486499635124831
"tai30_20_09","30x20","GP",1,-0.252979810265133
"tai30_20_09","30x20","MIX",1,-0.199464850401358
"tai30_20_10","30x20","A0",0.05,4.93468795355588
"tai30_20_10","30x20","V2H",0.05,4.01548137397194
"tai30_20_10","30x20","V2",0.05,3.63812288340589
"tai30_20_10","30x20","MOR",0.05,4.74117077890663
"tai30_20_10","30x20","GT",0.05,4.15094339622642
"tai30_20_10","30x20","GP",0.05,4.7363328495404
"tai30_20_10","30x20","MIX",0.05,4.28156748911466
"tai30_20_10","30x20","A0",0.1,2.47701983551039
"tai30_20_10","30x20","V2H",0.1,1.66908563134978
"tai30_20_10","30x20","V2",0.1,1.94000967585873
"tai30_20_10","30x20","MOR",0.1,3.1881954523464
"tai30_20_10","30x20","GT",0.1,3.15916787614902
"tai30_20_10","30x20","GP",0.1,2.67053701015964
"tai30_20_10","30x20","MIX",0.1,2.00290275761974
"tai30_20_10","30x20","A0",0.25,-0.40638606676343
"tai30_20_10","30x20","V2H",0.25,-0.880503144654079
"tai30_20_10","30x20","V2",0.25,-0.769230769230774
"tai30_20_10","30x20","MOR",0.25,2.65602322206096
"tai30_20_10","30x20","GT",0.25,1.91582002902757
"tai30_20_10","30x20","GP",0.25,1.44654088050315
"tai30_20_10","30x20","MIX",0.25,-0.22738268021286
"tai30_20_10","30x20","A0",0.5,-0.0919206579583982
"tai30_20_10","30x20","V2H",0.5,-1.2239961296565
"tai30_20_10","30x20","V2",0.5,-0.735365263667142
"tai30_20_10","30x20","MOR",0.5,1.73681664247702
"tai30_20_10","30x20","GT",0.5,1.39332365747461
"tai30_20_10","30x20","GP",0.5,0.933720367682641
"tai30_20_10","30x20","MIX",0.5,-0.788582486695703
"tai30_20_10","30x20","A0",1,-0.469279148524423
"tai30_20_10","30x20","V2H",1,-1.42718916303822
"tai30_20_10","30x20","V2",1,-1.21432027092404
"tai30_20_10","30x20","MOR",1,2.13352685050798
"tai30_20_10","30x20","GT",1,0.836961780358016
"tai30_20_10","30x20","GP",1,0.832123850991767
"tai30_20_10","30x20","MIX",1,-0.638606676342517
"tai50_15_01","50x15","A0",0.05,7.09025270758123
"tai50_15_01","50x15","V2H",0.05,6.62093862815885
"tai50_15_01","50x15","V2",0.05,7.2129963898917
"tai50_15_01","50x15","MOR",0.05,11.6064981949458
"tai50_15_01","50x15","GT",0.05,9.49458483754513
"tai50_15_01","50x15","GP",0.05,7.81949458483754
"tai50_15_01","50x15","MIX",0.05,6.87003610108304
"tai50_15_01","50x15","A0",0.1,4.31768953068592
"tai50_15_01","50x15","V2H",0.1,4.84476534296028
"tai50_15_01","50x15","V2",0.1,4.81227436823105
"tai50_15_01","50x15","MOR",0.1,9.95667870036102
"tai50_15_01","50x15","GT",0.1,6.29241877256318
"tai50_15_01","50x15","GP",0.1,4.985559566787
"tai50_15_01","50x15","MIX",0.1,4.54512635379062
"tai50_15_01","50x15","A0",0.25,2.03971119133574
"tai50_15_01","50x15","V2H",0.25,2.1552346570397
"tai50_15_01","50x15","V2",0.25,2.58483754512635
"tai50_15_01","50x15","MOR",0.25,5.83032490974729
"tai50_15_01","50x15","GT",0.25,3.71119133574008
"tai50_15_01","50x15","GP",0.25,2.66425992779784
"tai50_15_01","50x15","MIX",0.25,1.79422382671479
"tai50_15_01","50x15","A0",0.5,0.2129963898917
"tai50_15_01","50x15","V2H",0.5,0.364620938628156
"tai50_15_01","50x15","V2",0.5,0.498194945848382
"tai50_15_01","50x15","MOR",0.5,3.79061371841155
"tai50_15_01","50x15","GT",0.5,1.84115523465704
"tai50_15_01","50x15","GP",0.5,1.57761732851985
"tai50_15_01","50x15","MIX",0.5,0.472924187725628
"tai50_15_01","50x15","A0",1,-0.339350180505418
"tai50_15_01","50x15","V2H",1,-0.299638989169682
"tai50_15_01","50x15","V2",1,-0.249097472924191
"tai50_15_01","50x15","MOR",1,2.06137184115523
"tai50_15_01","50x15","GT",1,0.606498194945855
"tai50_15_01","50x15","GP",1,0.126353790613718
"tai50_15_01","50x15","MIX",1,-0.281588447653436
"tai50_15_02","50x15","A0",0.05,7.61164346411137
"tai50_15_02","50x15","V2H",0.05,6.85951907430844
"tai50_15_02","50x15","V2",0.05,6.45091303561743
"tai50_15_02","50x15","MOR",0.05,7.83945037063823
"tai50_15_02","50x15","GT",0.05,7.78159464834568
"tai50_15_02","50x15","GP",0.05,6.7184957512204
"tai50_15_02","50x15","MIX",0.05,6.18694630265774
"tai50_15_02","50x15","A0",0.1,5.70240462845778
"tai50_15_02","50x15","V2H",0.1,4.72970529741458
"tai50_15_02","50x15","V2",0.1,4.86711263785933
"tai50_15_02","50x15","MOR",0.1,6.35328150424877
"tai50_15_02","50x15","GT",0.1,5.80003615982644
"tai50_15_02","50x15","GP",0.1,4.76948110649069
"tai50_15_02","50x15","MIX",0.1,4.37533899837281
"tai50_15_02","50x15","A0",0.25,2.87109021876695
"tai50_15_02","50x15","V2H",0.25,2.66136322545651
"tai50_15_02","50x15","V2",0.25,2.19851744711626
"tai50_15_02","50x15","MOR",0.25,3.49665521605496
"tai50_15_02","50x15","GT",0.25,3.46411137226542
"tai50_15_02","50x15","GP",0.25,2.44440426685952
"tai50_15_02","50x15","MIX",0.25,2.13342975953715
"tai50_15_02","50x15","A0",0.5,0.386910142831308
"tai50_15_02","50x15","V2H",0.5,0.723196528656662
"tai50_15_02","50x15","V2",0.5,0.426685951907437
"tai50_15_02","50x15","MOR",0.5,1.98879045380582
"tai50_15_02","50x15","GT",0.5,2.46248418007593
"tai50_15_02","50x15","GP",0.5,1.07394684505514
"tai50_15_02","50x15","MIX",0.5,0.242270837099975
"tai50_15_02","50x15","A0",1,-0.173567166877606
"tai50_15_02","50x15","V2H",1,-0.238654854456695
"tai50_15_02","50x15","V2",1,-0.296510576749225
"tai50_15_02","50x15","MOR",1,0.759356355089496
"tai50_15_02","50x15","GT",1,0.723196528656662
"tai50_15_02","50x15","GP",1,-0.0397758090761131
"tai50_15_02","50x15","MIX",1,-0.195263062737302
"tai50_15_03","50x15","A0",0.05,5.63649742457689
"tai50_15_03","50x15","V2H",0.05,4.0691685062546
"tai50_15_03","50x15","V2",0.05,4.81604120676969
"tai50_15_03","50x15","MOR",0.05,5.29433406916851
"tai50_15_03","50x15","GT",0.05,3.67917586460633
"tai50_15_03","50x15","GP",0.05,3.24871228844739
"tai50_15_03","50x15","MIX",0.05,3.41795437821928
"tai50_15_03","50x15","A0",0.1,3.51361295069904
"tai50_15_03","50x15","V2H",0.1,2.95069904341427
"tai50_15_03","50x15","V2",0.1,2.71155261221486
"tai50_15_03","50x15","MOR",0.1,3.40323767476085
"tai50_15_03","50x15","GT",0.1,2.25165562913907
"tai50_15_03","50x15","GP",0.1,2.06769683590875
"tai50_15_03","50x15","MIX",0.1,2.13024282560707
"tai50_15_03","50x15","A0",0.25,1.08903605592347
"tai50_15_03","50x15","V2H",0.25,1.05592347314201
"tai50_15_03","50x15","V2",0.25,1.0485651214128
"tai50_15_03","50x15","MOR",0.25,2.40986019131714
"tai50_15_03","50x15","GT",0.25,1.18101545253863
"tai50_15_03","50x15","GP",0.25,0.39735099337749
"tai50_15_03","50x15","MIX",0.25,0.50404709345106
"tai50_15_03","50x15","A0",0.5,0.0993377483443642
"tai50_15_03","50x15","V2H",0.5,0.0809418690213325
"tai50_15_03","50x15","V2",0.5,0.172921265636491
"tai50_15_03","50x15","MOR",0.5,1.21044885945549
"tai50_15_03","50x15","GT",0.5,0.423105224429728
"tai50_15_03","50x15","GP",0.5,0.0772626931567295
"tai50_15_03","50x15","MIX",0.5,0.136129506990427
"tai50_15_03","50x15","A0",1,0.0110375275938257
"tai50_15_03","50x15","V2H",1,0
"tai50_15_03","50x15","V2",1,0
"tai50_15_03","50x15","MOR",1,0.989698307579106
"tai50_15_03","50x15","GT",1,0.106696100073587
"tai50_15_03","50x15","GP",1,0.0331125827814603
"tai50_15_03","50x15","MIX",1,0
"tai50_15_04","50x15","A0",0.05,3.23001056710109
"tai50_15_04","50x15","V2H",0.05,2.56780556533991
"tai50_15_04","50x15","V2",0.05,1.73300457907713
"tai50_15_04","50x15","MOR",0.05,1.7928848185981
"tai50_15_04","50x15","GT",0.05,1.32441000352236
"tai50_15_04","50x15","GP",0.05,1.22930609369497
"tai50_15_04","50x15","MIX",0.05,1.25748502994011
"tai50_15_04","50x15","A0",0.1,0.845368087354702
"tai50_15_04","50x15","V2H",0.1,0.553011623811195
"tai50_15_04","50x15","V2",0.1,0.70799577315956
"tai50_15_04","50x15","MOR",0.1,0.440295878830574
"tai50_15_04","50x15","GT",0.1,0.081014441704832
"tai50_15_04","50x15","GP",0.1,0.0598802395209517
"tai50_15_04","50x15","MIX",0.1,0.169073617470947
"tai50_15_04","50x15","A0",0.25,0
"tai50_15_04","50x15","V2H",0.25,0.0211342021838644
"tai50_15_04","50x15","V2",0.25,0.126805213103202
"tai50_15_04","50x15","MOR",0.25,0.126805213103202
"tai50_15_04","50x15","GT",0.25,0
"tai50_15_04","50x15","GP",0.25,0
"tai50_15_04","50x15","MIX",0.25,0
"tai50_15_04","50x15","A0",0.5,0
"tai50_15_04","50x15","V2H",0.5,0
"tai50_15_04","50x15","V2",0.5,0
"tai50_15_04","50x15","MOR",0.5,0.0634026065516091
"tai50_15_04","50x15","GT",0.5,0
"tai50_15_04","50x15","GP",0.5,0
"tai50_15_04","50x15","MIX",0.5,0
"tai50_15_04","50x15","A0",1,0
"tai50_15_04","50x15","V2H",1,0
"tai50_15_04","50x15","V2",1,0
"tai50_15_04","50x15","MOR",1,0
"tai50_15_04","50x15","GT",1,0
"tai50_15_04","50x15","GP",1,0.0634026065516091
"tai50_15_04","50x15","MIX",1,0
"tai50_15_05","50x15","A0",0.05,7.7329420396185
"tai50_15_05","50x15","V2H",0.05,7.48716067498166
"tai50_15_05","50x15","V2",0.05,7.79530447542186
"tai50_15_05","50x15","MOR",0.05,8.7527512839325
"tai50_15_05","50x15","GT",0.05,6.58473954512106
"tai50_15_05","50x15","GP",0.05,6.90388848129126
"tai50_15_05","50x15","MIX",0.05,7.24871606749816
"tai50_15_05","50x15","A0",0.1,5.26412325752018
"tai50_15_05","50x15","V2H",0.1,5.6529713866471
"tai50_15_05","50x15","V2",0.1,5.40719002201027
"tai50_15_05","50x15","MOR",0.1,5.87674247982391
"tai50_15_05","50x15","GT",0.1,4.88261188554659
"tai50_15_05","50x15","GP",0.1,5.14673514306677
"tai50_15_05","50x15","MIX",0.1,5.51724137931035
"tai50_15_05","50x15","A0",0.25,2.5531914893617
"tai50_15_05","50x15","V2H",0.25,2.5421863536317
"tai50_15_05","50x15","V2",0.25,2.45414526779164
"tai50_15_05","50x15","MOR",0.25,3.68305209097579
"tai50_15_05","50x15","GT",0.25,2.76595744680851
"tai50_15_05","50x15","GP",0.25,2.91636096845194
"tai50_15_05","50x15","MIX",0.25,2.92369772560528
"tai50_15_05","50x15","A0",0.5,0.374174614820243
"tai50_15_05","50x15","V2H",0.5,0.410858400586934
"tai50_15_05","50x15","V2",0.5,0.928099779897292
"tai50_15_05","50x15","MOR",0.5,2.29640498899486
"tai50_15_05","50x15","GT",0.5,1.10051357300073
"tai50_15_05","50x15","GP",0.5,1.39398385913426
"tai50_15_05","50x15","MIX",0.5,0.546588407923701
"tai50_15_05","50x15","A0",1,-1.11885546588408
"tai50_15_05","50x15","V2H",1,-1.04915627292736
"tai50_15_05","50x15","V2",1,-0.928099779897292
"tai50_15_05","50x15","MOR",1,1.06749816581071
"tai50_15_05","50x15","GT",1,-0.337490829053552
"tai50_15_05","50x15","GP",1,-0.337490829053552
"tai50_15_05","50x15","MIX",1,-0.311812179016875
"tai50_15_06","50x15","A0",0.05,5.32404927691483
"tai50_15_06","50x15","V2H",0.05,4.73486877343331
"tai50_15_06","50x15","V2",0.05,4.40992679878593
"tai50_15_06","50x15","MOR",0.05,4.17068380646314
"tai50_15_06","50x15","GT",0.05,3.92787002321014
"tai50_15_06","50x15","GP",0.05,4.01356900553473
"tai50_15_06","50x15","MIX",0.05,3.91715765041956
"tai50_15_06","50x15","A0",0.1,3.08873415461525
"tai50_15_06","50x15","V2H",0.1,3.23156579182289
"tai50_15_06","50x15","V2",0.1,3.27441528298517
"tai50_15_06","50x15","MOR",0.1,2.69237636136405
"tai50_15_06","50x15","GT",0.1,2.56382788787717
"tai50_15_06","50x15","GP",0.1,2.22460274950902
"tai50_15_06","50x15","MIX",0.1,2.69237636136405
"tai50_15_06","50x15","A0",0.25,1.17836100696304
"tai50_15_06","50x15","V2H",0.25,1.28548473486877
"tai50_15_06","50x15","V2",0.25,1.58900196393501
"tai50_15_06","50x15","MOR",0.25,1.76754151044456
"tai50_15_06","50x15","GT",0.25,1.06052490626673
"tai50_15_06","50x15","GP",0.25,0.696304231387252
"tai50_15_06","50x15","MIX",0.25,1.02838778789503
"tai50_15_06","50x15","A0",0.5,-0.48205677557579
"tai50_15_06","50x15","V2H",0.5,-0.349937511158728
"tai50_15_06","50x15","V2",0.5,-0.0999821460453555
"tai50_15_06","50x15","MOR",0.5,0.539189430458843
"tai50_15_06","50x15","GT",0.5,-0.285663274415283
"tai50_15_06","50x15","GP",0.5,-0.285663274415283
"tai50_15_06","50x15","MIX",0.5,-0.29994643813605
"tai50_15_06","50x15","A0",1,-0.574897339760754
"tai50_15_06","50x15","V2H",1,-0.574897339760754
"tai50_15_06","50x15","V2",1,-0.385645420460639
"tai50_15_06","50x15","MOR",1,-0.0249955365113308
"tai50_15_06","50x15","GT",1,-0.496339939296557
"tai50_15_06","50x15","GP",1,-0.574897339760754
"tai50_15_06","50x15","MIX",1,-0.589180503481521
"tai50_15_07","50x15","A0",0.05,4.5769622833843
"tai50_15_07","50x15","V2H",0.05,5.19877675840979
"tai50_15_07","50x15","V2",0.05,4.85898742779477
"tai50_15_07","50x15","MOR",0.05,4.58375806999661
"tai50_15_07","50x15","GT",0.05,3.72748895684675
"tai50_15_07","50x15","GP",0.05,3.93815834182807
"tai50_15_07","50x15","MIX",0.05,4.51919809717975
"tai50_15_07","50x15","A0",0.1,3.10907237512742
"tai50_15_07","50x15","V2H",0.1,3.04451240231056
"tai50_15_07","50x15","V2",0.1,2.88820931022766
"tai50_15_07","50x15","MOR",0.1,2.69113149847094
"tai50_15_07","50x15","GT",0.1,2.26299694189602
"tai50_15_07","50x15","GP",0.1,1.6921508664628
"tai50_15_07","50x15","MIX",0.1,1.86544342507646
"tai50_15_07","50x15","A0",0.25,0.883452259599049
"tai50_15_07","50x15","V2H",0.25,1.06693849813116
"tai50_15_07","50x15","V2",0.25,1.59361196058444
"tai50_15_07","50x15","MOR",0.25,0.720353380903833
"tai50_15_07","50x15","GT",0.25,0.322799864084268
"tai50_15_07","50x15","GP",0.25,0.417940876656479
"tai50_15_07","50x15","MIX",0.25,0.152905198776758
"tai50_15_07","50x15","A0",0.5,0
"tai50_15_07","50x15","V2H",0.5,0
"tai50_15_07","50x15","V2",0.5,0.00679578661229419
"tai50_15_07","50x15","MOR",0.5,0
"tai50_15_07","50x15","GT",0.5,0
"tai50_15_07","50x15","GP",0.5,0
"tai50_15_07","50x15","MIX",0.5,0
"tai50_15_07","50x15","A0",1,0.0135915732246038
"tai50_15_07","50x15","V2H",1,0
"tai50_15_07","50x15","V2",1,0
"tai50_15_07","50x15","MOR",1,0
"tai50_15_07","50x15","GT",1,0
"tai50_15_07","50x15","GP",1,0
"tai50_15_07","50x15","MIX",1,0
"tai50_15_08","50x15","A0",0.05,5.45611015490534
"tai50_15_08","50x15","V2H",0.05,4.09294320137694
"tai50_15_08","50x15","V2",0.05,4.19277108433736
"tai50_15_08","50x15","MOR",0.05,5.81755593803787
"tai50_15_08","50x15","GT",0.05,4.80895008605851
"tai50_15_08","50x15","GP",0.05,3.32874354561101
"tai50_15_08","50x15","MIX",0.05,3.37693631669535
"tai50_15_08","50x15","A0",0.1,2.81927710843374
"tai50_15_08","50x15","V2H",0.1,2.71256454388985
"tai50_15_08","50x15","V2",0.1,2.55421686746987
"tai50_15_08","50x15","MOR",0.1,3.89672977624784
"tai50_15_08","50x15","GT",0.1,2.83304647160069
"tai50_15_08","50x15","GP",0.1,1.99655765920826
"tai50_15_08","50x15","MIX",0.1,2.02409638554217
"tai50_15_08","50x15","A0",0.25,0.330464716006882
"tai50_15_08","50x15","V2H",0.25,0.244406196213422
"tai50_15_08","50x15","V2",0.25,0.564543889845098
"tai50_15_08","50x15","MOR",0.25,1.60757314974182
"tai50_15_08","50x15","GT",0.25,0.843373493975904
"tai50_15_08","50x15","GP",0.25,0.464716006884682
"tai50_15_08","50x15","MIX",0.25,0.309810671256454
"tai50_15_08","50x15","A0",0.5,0
"tai50_15_08","50x15","V2H",0.5,0
"tai50_15_08","50x15","V2",0.5,0
"tai50_15_08","50x15","MOR",0.5,0.096385542168681
"tai50_15_08","50x15","GT",0.5,0.175559380378654
"tai50_15_08","50x15","GP",0.5,0
"tai50_15_08","50x15","MIX",0.5,0
"tai50_15_08","50x15","A0",1,0
"tai50_15_08","50x15","V2H",1,0
"tai50_15_08","50x15","V2",1,0
"tai50_15_08","50x15","MOR",1,0
"tai50_15_08","50x15","GT",1,0
"tai50_15_08","50x15","GP",1,0
"tai50_15_08","50x15","MIX",1,0
"tai50_15_09","50x15","A0",0.05,7.87166573400485
"tai50_15_09","50x15","V2H",0.05,7.19641857862339
"tai50_15_09","50x15","V2",0.05,6.88304420817012
"tai50_15_09","50x15","MOR",0.05,6.87558291363552
"tai50_15_09","50x15","GT",0.05,7.39787353105765
"tai50_15_09","50x15","GP",0.05,6.45028912516322
"tai50_15_09","50x15","MIX",0.05,6.14064540197724
"tai50_15_09","50x15","A0",0.1,5.1147174034695
"tai50_15_09","50x15","V2H",0.1,4.58869613878008
"tai50_15_09","50x15","V2",0.1,4.99533669091588
"tai50_15_09","50x15","MOR",0.1,5.67431449356463
"tai50_15_09","50x15","GT",0.1,5.76385002797985
