"inst","clase","arm","frac","rpd"
"tai50_15_09","50x15","GP",0.1,4.55885096064166
"tai50_15_09","50x15","MIX",0.1,4.2492072374557
"tai50_15_09","50x15","A0",0.25,2.62264502891252
"tai50_15_09","50x15","V2H",0.25,1.81309457190822
"tai50_15_09","50x15","V2",0.25,2.38388360380526
"tai50_15_09","50x15","MOR",0.25,3.8239134489834
"tai50_15_09","50x15","GT",0.25,3.71572467823167
"tai50_15_09","50x15","GP",0.25,2.87632904308897
"tai50_15_09","50x15","MIX",0.25,2.18242865137101
"tai50_15_09","50x15","A0",0.5,0.261145308711061
"tai50_15_09","50x15","V2H",0.5,-0.0335758254057113
"tai50_15_09","50x15","V2",0.5,-0.164148479761242
"tai50_15_09","50x15","MOR",0.5,2.35403842566685
"tai50_15_09","50x15","GT",0.5,1.91755269539265
"tai50_15_09","50x15","GP",0.5,1.2609587763477
"tai50_15_09","50x15","MIX",0.5,0.443947024808808
"tai50_15_09","50x15","A0",1,-0.350680843126286
"tai50_15_09","50x15","V2H",1,-0.462600261145312
"tai50_15_09","50x15","V2",1,-0.503637381085618
"tai50_15_09","50x15","MOR",1,1.31691848535722
"tai50_15_09","50x15","GT",1,0.611826151837347
"tai50_15_09","50x15","GP",1,0.272337250512971
"tai50_15_09","50x15","MIX",1,-0.305913075918665
"tai50_15_10","50x15","A0",0.05,6.29737609329447
"tai50_15_10","50x15","V2H",0.05,5.53571428571429
"tai50_15_10","50x15","V2",0.05,5.10568513119533
"tai50_15_10","50x15","MOR",0.05,4.88338192419825
"tai50_15_10","50x15","GT",0.05,5.22959183673469
"tai50_15_10","50x15","GP",0.05,4.54446064139941
"tai50_15_10","50x15","MIX",0.05,4.9234693877551
"tai50_15_10","50x15","A0",0.1,4.15087463556852
"tai50_15_10","50x15","V2H",0.1,3.91763848396501
"tai50_15_10","50x15","V2",0.1,3.60058309037902
"tai50_15_10","50x15","MOR",0.1,3.15597667638484
"tai50_15_10","50x15","GT",0.1,3.89212827988339
"tai50_15_10","50x15","GP",0.1,3.34548104956269
"tai50_15_10","50x15","MIX",0.1,3.25072886297375
"tai50_15_10","50x15","A0",0.25,1.47959183673469
"tai50_15_10","50x15","V2H",0.25,1.72376093294461
"tai50_15_10","50x15","V2",0.25,1.81851311953353
"tai50_15_10","50x15","MOR",0.25,2.09183673469388
"tai50_15_10","50x15","GT",0.25,1.91690962099125
"tai50_15_10","50x15","GP",0.25,1.73833819241982
"tai50_15_10","50x15","MIX",0.25,1.02769679300291
"tai50_15_10","50x15","A0",0.5,0.112973760932941
"tai50_15_10","50x15","V2H",0.5,0.0619533527696727
"tai50_15_10","50x15","V2",0.5,0.287900874635572
"tai50_15_10","50x15","MOR",0.5,1.38483965014577
"tai50_15_10","50x15","GT",0.5,0.736151603498536
"tai50_15_10","50x15","GP",0.5,0.484693877551027
"tai50_15_10","50x15","MIX",0.5,-0.21865889212828
"tai50_15_10","50x15","A0",1,-0.440962099125361
"tai50_15_10","50x15","V2H",1,-0.524781341107875
"tai50_15_10","50x15","V2",1,-0.426384839650139
"tai50_15_10","50x15","MOR",1,0.513848396501454
"tai50_15_10","50x15","GT",1,-0.014577259475222
"tai50_15_10","50x15","GP",1,-0.455539358600583
"tai50_15_10","50x15","MIX",1,-0.543002915451898
"tai50_20_01","50x20","A0",0.05,9.59514170040486
"tai50_20_01","50x20","V2H",0.05,8.46491228070176
"tai50_20_01","50x20","V2",0.05,8.33333333333333
"tai50_20_01","50x20","MOR",0.05,6.59919028340081
"tai50_20_01","50x20","GT",0.05,5.55668016194331
"tai50_20_01","50x20","GP",0.05,6.2753036437247
"tai50_20_01","50x20","MIX",0.05,6.78137651821862
"tai50_20_01","50x20","A0",0.1,7.19635627530365
"tai50_20_01","50x20","V2H",0.1,7.03778677462888
"tai50_20_01","50x20","V2",0.1,7.18623481781376
"tai50_20_01","50x20","MOR",0.1,4.99999999999999
"tai50_20_01","50x20","GT",0.1,4.51417004048584
"tai50_20_01","50x20","GP",0.1,4.74358974358974
"tai50_20_01","50x20","MIX",0.1,5.04048582995952
"tai50_20_01","50x20","A0",0.25,4.19703103913631
"tai50_20_01","50x20","V2H",0.25,4.6693657219973
"tai50_20_01","50x20","V2",0.25,4.92240215924427
"tai50_20_01","50x20","MOR",0.25,3.40418353576249
"tai50_20_01","50x20","GT",0.25,3.13765182186235
"tai50_20_01","50x20","GP",0.25,2.86099865047234
"tai50_20_01","50x20","MIX",0.25,3.26248313090418
"tai50_20_01","50x20","A0",0.5,1.71052631578947
"tai50_20_01","50x20","V2H",0.5,2.54048582995952
"tai50_20_01","50x20","V2",0.5,3.01619433198381
"tai50_20_01","50x20","MOR",0.5,2.18286099865047
"tai50_20_01","50x20","GT",0.5,1.75438596491228
"tai50_20_01","50x20","GP",0.5,1.7004048582996
"tai50_20_01","50x20","MIX",0.5,2.05128205128206
"tai50_20_01","50x20","A0",1,-0.334008097165995
"tai50_20_01","50x20","V2H",1,0.192307692307686
"tai50_20_01","50x20","V2",1,0.492577597840753
"tai50_20_01","50x20","MOR",1,0.961538461538462
"tai50_20_01","50x20","GT",1,0.296896086369777
"tai50_20_01","50x20","GP",1,-0.0506072874493927
"tai50_20_01","50x20","MIX",1,0.124831309041829
"tai50_20_02","50x20","A0",0.05,9.35695538057742
"tai50_20_02","50x20","V2H",0.05,7.56233595800525
"tai50_20_02","50x20","V2",0.05,7.56561679790026
"tai50_20_02","50x20","MOR",0.05,7.50328083989501
"tai50_20_02","50x20","GT",0.05,6.36811023622047
"tai50_20_02","50x20","GP",0.05,5.12139107611548
"tai50_20_02","50x20","MIX",0.05,5.41994750656167
"tai50_20_02","50x20","A0",0.1,6.5748031496063
"tai50_20_02","50x20","V2H",0.1,6.54199475065617
"tai50_20_02","50x20","V2",0.1,6.48950131233596
"tai50_20_02","50x20","MOR",0.1,6.31233595800525
"tai50_20_02","50x20","GT",0.1,4.45538057742783
"tai50_20_02","50x20","GP",0.1,3.57283464566929
"tai50_20_02","50x20","MIX",0.1,3.83202099737533
"tai50_20_02","50x20","A0",0.25,4.01902887139108
"tai50_20_02","50x20","V2H",0.25,4.3241469816273
"tai50_20_02","50x20","V2",0.25,4.21587926509186
"tai50_20_02","50x20","MOR",0.25,4.79330708661417
"tai50_20_02","50x20","GT",0.25,3.01181102362205
"tai50_20_02","50x20","GP",0.25,2.03412073490814
"tai50_20_02","50x20","MIX",0.25,1.7749343832021
"tai50_20_02","50x20","A0",0.5,2.10958005249344
"tai50_20_02","50x20","V2H",0.5,2.16863517060367
"tai50_20_02","50x20","V2",0.5,2.2244094488189
"tai50_20_02","50x20","MOR",0.5,3.7762467191601
"tai50_20_02","50x20","GT",0.5,0.580708661417317
"tai50_20_02","50x20","GP",0.5,0.357611548556433
"tai50_20_02","50x20","MIX",0.5,0.377296587926509
"tai50_20_02","50x20","A0",1,0.190288713910767
"tai50_20_02","50x20","V2H",1,-0.301837270341201
"tai50_20_02","50x20","V2",1,-0.597112860892382
"tai50_20_02","50x20","MOR",1,1.6765091863517
"tai50_20_02","50x20","GT",1,-1.02690288713911
"tai50_20_02","50x20","GP",1,-1.36811023622047
"tai50_20_02","50x20","MIX",1,-1.61089238845144
"tai50_20_03","50x20","A0",0.05,9.06205923836389
"tai50_20_03","50x20","V2H",0.05,7.61283497884344
"tai50_20_03","50x20","V2",0.05,8.21579689703808
"tai50_20_03","50x20","MOR",0.05,6.33991537376587
"tai50_20_03","50x20","GT",0.05,5.84978843441467
"tai50_20_03","50x20","GP",0.05,5.61001410437235
"tai50_20_03","50x20","MIX",0.05,6.20592383638928
"tai50_20_03","50x20","A0",0.1,7.11918194640339
"tai50_20_03","50x20","V2H",0.1,6.80183356840621
"tai50_20_03","50x20","V2",0.1,6.50564174894217
"tai50_20_03","50x20","MOR",0.1,5.08462623413257
"tai50_20_03","50x20","GT",0.1,4.5345557122708
"tai50_20_03","50x20","GP",0.1,4.41819464033851
"tai50_20_03","50x20","MIX",0.1,5.049365303244
"tai50_20_03","50x20","A0",0.25,4.19605077574048
"tai50_20_03","50x20","V2H",0.25,4.97531734837799
"tai50_20_03","50x20","V2",0.25,5.08462623413257
"tai50_20_03","50x20","MOR",0.25,3.83638928067702
"tai50_20_03","50x20","GT",0.25,3.31100141043724
"tai50_20_03","50x20","GP",0.25,3.26163610719323
"tai50_20_03","50x20","MIX",0.25,3.12059238363893
"tai50_20_03","50x20","A0",0.5,2.10155148095909
"tai50_20_03","50x20","V2H",0.5,2.78913963328632
"tai50_20_03","50x20","V2",0.5,3.26163610719323
"tai50_20_03","50x20","MOR",0.5,2.55289139633287
"tai50_20_03","50x20","GT",0.5,2.30606488011284
"tai50_20_03","50x20","GP",0.5,1.50564174894217
"tai50_20_03","50x20","MIX",0.5,1.71720733427362
"tai50_20_03","50x20","A0",1,0.243300423131174
"tai50_20_03","50x20","V2H",1,0.691114245416076
"tai50_20_03","50x20","V2",1,0.444287729196048
"tai50_20_03","50x20","MOR",1,1.68899858956277
"tai50_20_03","50x20","GT",1,0.447813822284902
"tai50_20_03","50x20","GP",1,0.190409026798311
"tai50_20_03","50x20","MIX",1,0.172778561354023
"tai50_20_04","50x20","A0",0.05,9.44783076371459
"tai50_20_04","50x20","V2H",0.05,7.8056651129437
"tai50_20_04","50x20","V2",0.05,7.32162065256364
"tai50_20_04","50x20","MOR",0.05,4.99820724273934
"tai50_20_04","50x20","GT",0.05,6.75152384367157
"tai50_20_04","50x20","GP",0.05,6.40014342058085
"tai50_20_04","50x20","MIX",0.05,6.68339906776623
"tai50_20_04","50x20","A0",0.1,7.23915381857297
"tai50_20_04","50x20","V2H",0.1,6.70849766941556
"tai50_20_04","50x20","V2",0.1,6.03800645392614
"tai50_20_04","50x20","MOR",0.1,4.28468985299391
"tai50_20_04","50x20","GT",0.1,5.49300824668339
"tai50_20_04","50x20","GP",0.1,5.28504840444604
"tai50_20_04","50x20","MIX",0.1,5.55037647902475
"tai50_20_04","50x20","A0",0.25,3.96916457511652
"tai50_20_04","50x20","V2H",0.25,4.04446038006455
"tai50_20_04","50x20","V2",0.25,4.91932592326998
"tai50_20_04","50x20","MOR",0.25,2.70706346360703
"tai50_20_04","50x20","GT",0.25,3.98350663320186
"tai50_20_04","50x20","GP",0.25,4.07314449623521
"tai50_20_04","50x20","MIX",0.25,3.67156686984583
"tai50_20_04","50x20","A0",0.5,1.70670491215489
"tai50_20_04","50x20","V2H",0.5,2.96163499462173
"tai50_20_04","50x20","V2",0.5,2.33058443886698
"tai50_20_04","50x20","MOR",0.5,1.58121190390821
"tai50_20_04","50x20","GT",0.5,2.42380781642165
"tai50_20_04","50x20","GP",0.5,1.85012549300824
"tai50_20_04","50x20","MIX",0.5,2.19074937253496
"tai50_20_04","50x20","A0",1,-0.240229472929359
"tai50_20_04","50x20","V2H",1,0.147006095374683
"tai50_20_04","50x20","V2",1,0.121907493725353
"tai50_20_04","50x20","MOR",1,0.663320186446755
"tai50_20_04","50x20","GT",1,0.946575833632129
"tai50_20_04","50x20","GP",1,-0.157762638938691
"tai50_20_04","50x20","MIX",1,0.114736464682675
"tai50_20_05","50x20","A0",0.05,10.2668089647812
"tai50_20_05","50x20","V2H",0.05,8.98612593383137
"tai50_20_05","50x20","V2",0.05,8.91141942369264
"tai50_20_05","50x20","MOR",0.05,8.40270366417644
"tai50_20_05","50x20","GT",0.05,9.67982924226254
"tai50_20_05","50x20","GP",0.05,9.42369263607258
"tai50_20_05","50x20","MIX",0.05,8.92564923514764
"tai50_20_05","50x20","A0",0.1,8.09320526503024
"tai50_20_05","50x20","V2H",0.1,7.16115261472786
"tai50_20_05","50x20","V2",0.1,7.45642120241907
"tai50_20_05","50x20","MOR",0.1,6.98683742440413
"tai50_20_05","50x20","GT",0.1,8.24973319103522
"tai50_20_05","50x20","GP",0.1,8.08609035930275
"tai50_20_05","50x20","MIX",0.1,7.26431874777659
"tai50_20_05","50x20","A0",0.25,5.6492351476343
"tai50_20_05","50x20","V2H",0.25,5.21522589825685
"tai50_20_05","50x20","V2",0.25,5.08715759516186
"tai50_20_05","50x20","MOR",0.25,4.80611881892565
"tai50_20_05","50x20","GT",0.25,7.07221629313412
"tai50_20_05","50x20","GP",0.25,5.61721807186055
"tai50_20_05","50x20","MIX",0.25,5.20455353966561
"tai50_20_05","50x20","A0",0.5,3.55745286374956
"tai50_20_05","50x20","V2H",0.5,3.1732479544646
"tai50_20_05","50x20","V2",0.5,3.31910352187834
"tai50_20_05","50x20","MOR",0.5,3.64994663820704
"tai50_20_05","50x20","GT",0.5,4.74919957310566
"tai50_20_05","50x20","GP",0.5,4.07328352899324
"tai50_20_05","50x20","MIX",0.5,3.13055852009961
"tai50_20_05","50x20","A0",1,0.907150480256137
"tai50_20_05","50x20","V2H",1,0.939167556029886
"tai50_20_05","50x20","V2",1,0.590537175382423
"tai50_20_05","50x20","MOR",1,1.94948416933476
"tai50_20_05","50x20","GT",1,2.99181785841337
"tai50_20_05","50x20","GP",1,2.42262540021344
"tai50_20_05","50x20","MIX",1,0.647456421202413
"tai50_20_06","50x20","A0",0.05,7.47840812870449
"tai50_20_06","50x20","V2H",0.05,7.03471634208297
"tai50_20_06","50x20","V2",0.05,7.33276883996613
"tai50_20_06","50x20","MOR",0.05,5.08382726502963
"tai50_20_06","50x20","GT",0.05,5.23962743437764
"tai50_20_06","50x20","GP",0.05,5.39204064352243
"tai50_20_06","50x20","MIX",0.05,5.40220152413209
"tai50_20_06","50x20","A0",0.1,5.71718882303134
"tai50_20_06","50x20","V2H",0.1,5.37849280270957
"tai50_20_06","50x20","V2",0.1,5.70364098221846
"tai50_20_06","50x20","MOR",0.1,3.59356477561388
"tai50_20_06","50x20","GT",0.1,4.05419136325148
"tai50_20_06","50x20","GP",0.1,4.23708721422523
"tai50_20_06","50x20","MIX",0.1,4.4233700254022
"tai50_20_06","50x20","A0",0.25,2.58086367485181
"tai50_20_06","50x20","V2H",0.25,3.61727349703642
"tai50_20_06","50x20","V2",0.25,3.90177815410668
"tai50_20_06","50x20","MOR",0.25,2.41490262489416
"tai50_20_06","50x20","GT",0.25,2.39458086367485
"tai50_20_06","50x20","GP",0.25,3.14648602878916
"tai50_20_06","50x20","MIX",0.25,3.24470787468248
"tai50_20_06","50x20","A0",0.5,1.1143099068586
"tai50_20_06","50x20","V2H",0.5,1.5376799322608
"tai50_20_06","50x20","V2",0.5,1.66977138018629
"tai50_20_06","50x20","MOR",0.5,1.45300592718036
"tai50_20_06","50x20","GT",0.5,1.25317527519052
"tai50_20_06","50x20","GP",0.5,1.85266723116003
"tai50_20_06","50x20","MIX",0.5,1.56477561388653
"tai50_20_06","50x20","A0",1,-0.569009314140565
"tai50_20_06","50x20","V2H",1,-0.325148179508888
"tai50_20_06","50x20","V2",1,0.0880609652836548
"tai50_20_06","50x20","MOR",1,0.277730736663838
"tai50_20_06","50x20","GT",1,-0.169348010160881
"tai50_20_06","50x20","GP",1,0.243861134631662
"tai50_20_06","50x20","MIX",1,0.298052497883156
